S,code,bul_s_tn,bul_s_phosphorus,high_prod_exotic_grass,low_prod_grass,latitude,altitude,lake_area,secchi_disk,wcs_chla,wcs_doc,max_depth,forestry,native,distance_to_road
5,49884,1.6976962716521689,0.02132886979185932,0.8530293911136438,0.08957558799794188,1.3061051506556,-1.090671395178002,0.08174051201193222,-0.8875023815998646,-0.24796512773818075,0.6402457849969574,-1.0940786491305108,1.509173973202497,0.21023036581911375,-0.6245416233234051
2,23682,2.123229905611071,0.660883303993015,1.0611159246238515,-0.7153041329124353,1.6259731427295776,-0.8148728742996894,-0.6311314722770486,-1.9330753717264664,0.6906184823174446,0.4261536335087828,-0.5432094635621807,0.7279942802037196,-0.6230388663473801,-0.7360968220586972
2,23691,1.054790202105352,-0.9417022771865532,0.9735542847152648,1.4237233713063795,1.62867343581726,-0.7572977394942163,0.5243090345060475,0.7131139621751178,-0.43170900907182175,0.6613060557601251,-0.2912595854488162,1.1169541619090924,-0.9405830557799976,-1.2575215372646729
3,14290,0.8450639417096487,0.5040344472489581,1.145469122160046,-0.8084326938092439,0.9120498174442884,0.6174515462859747,0.22763431145513124,0.313942703073281,0.5912974653803413,0.251383915010423,0.6354590182224809,1.2638206330267263,-0.8612460061812429,-0.8215293487010902
2,47859,0.09783743317246547,-0.6058808059484809,0.7800286598439083,1.6357157400675957,-0.6081629114007469,0.8995598552808967,-0.5317740322069875,-1.054445264343883,-0.4863355683872285,-1.5212256029063111,-1.7046959506490371,-0.32198758528964533,-0.0882057749062207,0.22014603627308227
2,50314,1.6280727079654176,0.0472272239574344,-1.16523571071349,0.9051534885304078,1.3583855516137109,-1.3674476694077464,1.0283562905446129,0.3792317675938836,-0.4019127039906908,0.32804628557230364,-0.2776002612743047,1.7359693031666266,-0.183242991248916,1.1155284242523864
1,24511,0.957580843694038,-0.5085951977719567,0.6591881543379363,-0.8084326938092439,1.6830098224294592,-0.7827281206240712,-1.297547300724876,0.15441514373408877,-0.3125237887472979,0.9537168969293516,-0.7224575914665076,1.6851082759230618,-1.4432432767091972,-0.2958893671899242
3,41299,-0.5680578883756799,-0.9438856327091618,-1.1133764155022567,1.6700658680617122,-0.6296222745382236,0.914486709588568,1.0462968228814205,-0.73780946909331,-0.1685083141884982,-0.13301628746245403,-1.0621683930018984,-0.4399982415399918,0.1281089816962569,0.6680904753472512
2,48447,0.8555488111762812,-0.3358645339153655,-1.13006318180192,1.70653486265828,-0.5227265103441354,0.7988734613259242,-0.10831779867535538,0.44150327534035,-0.4466071616123872,-0.1808916190274332,0.2645731949417439,-0.8815885164919353,0.4210964472115911,-1.1036252021292918
1,21871,-0.11991472863597848,-0.627802443122277,0.8712421011541145,-0.8084326938092439,1.3923759213636628,-0.809383263756523,-0.23849885769477353,-0.508394476077017,-0.06918729725139504,0.9070005960879688,-0.3628143184221101,1.388604522727391,-0.47712552191561647,-0.6313024041953962
2,1,-0.836327151362403,-0.7102196962104184,0.931335229971948,0.3307968940539796,0.08370681205778761,-0.6449515818836956,1.4722746388477377,-1.145660869012624,3.02466238033937,-1.5295510664462484,-1.488688298155123,1.0208505669391783,0.20052371792120288,-0.18176138832428024
4,18717,1.6280727079654176,-0.2892922178844484,0.6425612422149279,-0.8084326938092439,1.6049700065155093,-0.5579290542052165,-0.8639885288694775,-0.31094366602463924,-0.3125237887472979,0.5152035804152809,-0.4734506138425649,1.6686068812331172,-1.3383713013152363,-1.140354610974968
2,28543,-1.6048880439111122,-2.2293011725095555,0.8649322356238628,0.9218918057666414,-1.6158113700295254,-1.2729264288755129,0.7945696951533182,-1.482375616301813,0.1940133976319285,0.9687709632462296,-1.7046959506490371,0.33869348017650247,0.3270151540498567,-0.30318139269539457
7,41305,0.3894494989983715,-0.534626625203103,-1.16523571071349,1.6267917438956283,-0.6174733417207202,0.9534377495805888,1.1078304327351591,0.4715889679822205,0.5912974653803413,-0.23110223100588137,0.7258551488978481,-0.7705413769212838,0.7889094434726396,-0.34758142439099793
4,23690,1.8922667673379132,1.0227642484879522,0.5303933642310602,-0.8084326938092439,1.6314336391734443,-0.5685763642795851,-1.6931839437675726,-0.03916598556709281,-0.35721824636899435,0.4905926323996566,-0.08321177037701068,1.7092722550038288,-1.4432432767091972,-0.3367318889942248
1,44391,-0.9287528193167828,0.08543699980242113,1.0589579732570258,-0.3542194018530917,-1.4858652274717024,-1.4116126269161582,1.4657403928212829,-0.9685831956333676,-0.19333856842277403,-0.25715252964664936,-1.1612483009508656,1.4807378282648378,-0.8280357131166532,-0.24259209091852935
2,48669,1.3211553138343537,-2.025714874888716,-1.16523571071349,1.7026857001686333,-0.4525038546126745,0.8194801310402563,0.3205595874552385,0.1354788798736286,-0.43667505991867694,-0.25715252964664936,-0.7674274834881998,-0.8815885164919353,0.30410839879228463,-0.01040423012147435
3,36981,-0.3244469369421099,1.3305416578069578,0.6810689945756409,1.4190088069126716,0.6792637664498068,0.00635494581252834,1.053545471607363,0.9424764102324846,-0.3969466531438357,-0.1808916190274332,1.4978794537106124,1.6123296503331424,-0.1789024111766567,-0.5323922709461222
2,47860,1.147565246378225,-0.4326112395229076,-1.16523571071349,1.728883050288199,-0.5998448558865934,0.95234880511428,-0.04480022434533379,-1.145660869012624,-0.3125237887472979,-0.1808916190274332,-1.0621683930018984,-0.8815885164919353,-0.9315038215622368,0.531020269933723
1,24628,-0.4338005110589266,-0.30468916294729165,-0.5637538039017258,-0.19349914168708665,1.7047926401476574,-1.090671395178002,0.328433769862776,-0.24915918185760064,-0.4168108565312562,1.248662650199541,0.4253305731832918,1.7406447261127107,-0.623786304663305,-0.08306426714557637
1,40188,0.6924818083365115,0.6419336579642121,0.6071951364214232,-0.6101302982915395,0.9806746198356784,0.3872981392480572,1.5348475092966107,-1.054445264343883,-0.24157316678917445,0.3178998712587981,0.35534373561708543,1.5960318160970055,0.3788849413116772,0.1956432719645849
2,50320,0.2553436496014686,0.6228041124397027,-1.16523571071349,1.5964406219304947,1.3664735622929232,-1.4607236591575037,-0.45257719914670086,-0.2094353233701753,-0.35286769126933104,-0.04350505249900847,-0.33351442034830264,1.683578187699343,0.1777920888800614,0.8707513893063681
4,17761,-1.7892667031659697,-2.494102709077732,1.169913144613754,-0.35159623680896734,1.4116770783681418,-0.7211982894473854,-1.2329382666649855,0.6905930435978587,-0.4217769073781114,-0.02230591312267849,0.24972482078942196,1.0956426127229315,-1.1690489332726328,-0.4315468119904902
9,50413,-0.4904216824430466,-1.2044030968497117,0.4904132573933736,0.0840756431175472,1.3586639773563316,-0.5254154518446532,0.1337534862688411,-0.16132040316453078,-0.07415334809825017,0.251383915010423,0.35534373561708543,1.6863773384874672,-0.0803084192852902,0.21731505188971664
5,24633,-0.21994062826588465,-0.5557171976763956,-1.16523571071349,-0.8084326938092439,1.7083077486655616,-1.1146287659500935,-0.23379540914291488,-0.9193937912708856,-0.4863355683872285,0.7967863853732369,0.19566598010174044,1.75038037466978,-1.2702858472389862,-0.15108736723214655
1,19575,-0.5878640366414248,-2.5834187976334566,-1.16523571071349,-0.8084326938092439,1.7154618987844903,-0.3981369315204609,-1.7299128041928282,0.4863823288809235,-0.37636658973022485,0.6187040880391326,-0.49040229559325166,1.750243911775875,-1.0846728003915869,-0.0953673868926155
2,50373,0.8555488111762812,0.28885725301687915,-0.7965928142134983,0.7219739601171825,1.355534769362568,-0.5509353663209486,0.7199504113481275,0.3169181155556285,-0.377082449756415,0.09630998615572234,0.4728675926293371,1.7156300802900477,-0.00299834497433194,0.4633930594596634
1,39225,-0.05555635355244939,0.3338040694219153,0.04756260347877605,0.7520698984101253,-0.28005164297012625,0.06265173243684771,1.154517628917437,-0.19482559385893533,-0.2132027718101947,0.5626004576137005,0.6589864427193681,0.5451144071477759,1.0191522586347577,-0.2522476201395265
12,50371,0.11262162439727114,0.19575918065830017,0.17601874446852753,0.2973209637230132,1.3546204369136123,-0.5423071256627934,-0.7272307617121087,0.1354788798736286,-0.13374595826051208,-0.00154146380914203,-0.17516822824456976,1.683360716302281,-0.06538384205203457,0.1497853786030887
4,40071,0.2553436496014686,-0.18487752548400233,1.0163639294333076,-0.8084326938092439,0.9137339846026732,0.6477448740457905,1.420805991018827,-0.16132040316453078,0.1940133976319285,0.1682389187463362,0.4191985392191091,1.4773029523653578,-0.3522142888611614,-0.3490220284355673
1,54190,-0.5878640366414248,0.3338040694219153,0.8130406743258065,1.4422051886602152,-1.0961919077353974,0.4638859070351468,1.2240981567721605,0.7155927515634092,0.3429949230375834,-0.840750497049521,1.1566373381721138,1.1429197782322436,-0.00627877767478454,-0.5158983848806109
4,12830,-0.7312218384365021,0.6034909877756848,0.9969473841193164,-0.8084326938092439,0.9333155089327124,-1.3674476694077464,-0.07562560594448489,0.05700008937343829,-0.4168108565312562,-0.08727872075503476,0.06719018954314467,-0.8815885164919353,0.1224942616654742,0.6925415597356757
12,41306,-0.3244469369421099,-0.2289259532109648,-1.16523571071349,1.7229634016788795,-0.6216667902710507,0.954525332017596,0.4373571090368122,0.557989742096184,-0.21816882265704984,-0.23110223100588137,0.7258551488978481,0.396493286172684,-0.8767654457842063,-0.6227310873324333
2,11133,-0.3244469369421099,-0.6314814505135153,0.8203473158669515,-0.02732503457252713,0.9657089988114758,0.3261540363320639,1.9749330041783877,-0.06981615832233884,-0.4019127039906908,-0.20569163169641033,0.9164708823079688,1.5128291261053937,-0.01124182465802731,0.8455881207115056
5,50401,-0.6279691151396108,-1.179311205504663,0.586424776927036,-0.3636392097990351,1.3634270691184356,-0.6055200163568554,0.976634647958338,0.9834826763959024,-0.29265958535987724,0.11478460225630024,0.4786281083918887,1.6823652354820553,-0.22442793317686557,0.01521229099176997
3,21918,0.2553436496014686,-1.0752749524091674,0.7847198529044439,1.4033169755544512,1.47140388152766,-0.3914092472407104,0.15897284506533577,1.5744941558924812,-0.1902885645576126,0.23530575412818355,0.4786281083918887,1.5194143666737918,0.13770382272778103,-0.7426686505422323
2,32478,0.2553436496014686,-0.6989897946611939,0.8500296273818043,-0.8084326938092439,0.6994974626765105,0.7167423857514044,-0.9028123356028452,-0.2592691223901622,-0.04435704301711921,-0.25715252964664936,0.6354590182224809,-0.8815885164919353,0.6107642528529141,-0.7395065180652889
2,50151,0.9476014810746982,1.6814550378828357,-1.16523571071349,-0.8084326938092439,1.2650010414999582,-1.1663591866697018,0.853363853837368,0.5607756627691062,-0.00462863624227791,-0.04350505249900847,1.605525118097859,-0.8815885164919353,-0.5043240726932202,-0.4871432655522983
2,50270,0.11262162439727114,-0.4863250360289327,0.6512786688864237,-0.01866773721742665,1.3237210402223731,-0.40493799018166937,0.8648229626795372,0.878440148935333,-0.3075577379004427,0.15073797632907435,0.953096376390376,1.5634470695062463,0.4587928421213307,-0.5949934322080586
3,45819,-0.6687474678676674,-0.7710568201837226,-0.4537638151510497,-0.8084326938092439,1.2406287404321794,-0.769867536081178,-0.2108414710222529,-0.47844105698765993,-0.19333856842277403,0.28277224786300853,0.31462893005893294,-0.8815885164919353,1.2158575834355092,-0.26328243329307766
2,48660,-0.5289266365746295,0.5937644016632826,-0.2303979513598349,1.6302756698598695,-0.4520310815383935,0.8713019596907906,1.1175436950756503,0.8563774908210218,-0.4217769073781114,-0.5968415661406393,0.6112557083358148,-0.8815885164919353,0.4772858966494924,-0.0307194373393208
2,48673,0.8555488111762812,-0.15606753894461034,-1.1649017374580124,1.7153019517238666,-0.4344108033960994,0.8371077249014741,0.03818140154993783,0.5010140212319898,-0.4664713649998079,-0.840750497049521,-0.17516822824456976,-0.8815885164919353,0.12180105378456436,0.1438537556030844
7,54730,0.24147485642318975,1.6523655496959064,0.7479112636384306,0.12292321343737118,0.9749545676617704,0.3261540363320639,1.8406455766992873,0.06505320105895515,-0.10891570402623628,-0.4603575300570613,2.2391949672102887,1.563341219145103,0.05594043910252818,-0.3975751709369612
1,38974,-1.1184876232884575,-0.08588638202394651,0.2921420708017892,0.5817731565122446,-0.29298328310131566,-0.29826702232669683,1.872131212081129,0.878440148935333,-0.4565392633060976,-1.589542893842358,2.201150431059847,0.24904495881214028,0.9936987670945034,0.8219395987494635
2,38955,-0.9287528193167828,-0.14182391996738625,0.5593988137249186,0.06838565042448293,-0.32348206819573677,-0.2868170486891888,1.1363773634596737,0.4715889679822205,0.2436739061004801,-0.33946534660692473,-0.18735427263415175,-0.3930528141032614,0.8798944718544627,-0.27962322704590176
2,47193,0.3894494989983715,1.481732320953092,-0.32184286066225165,1.7308032621032392,-0.7306832994889166,0.9917604873071196,1.4821732676008013,1.17103593637792,-0.4565392633060976,-0.3684105747685636,1.0127417242621248,-0.32638874721293926,-1.302986913359552,-0.42662790643664106
3,48455,0.06797568647863998,-0.7375929488006874,-1.16523571071349,1.6146802426061675,-0.5017094198213209,0.9588621154733454,-0.4945328257118251,1.364998242438444,-0.3054186946840763,-1.8326218641500152,0.2422044686513699,-0.8815885164919353,0.11023645467470704,-0.9660779646409468
4,15325,0.40242112983366407,0.554379805019767,0.4317881958879598,-0.7457197232140659,0.9429272361331876,0.4833519913740727,1.2892676490748347,0.8225703755193288,-0.3025916870535876,-0.3684105747685636,1.138693404200777,1.4524016348393425,0.7033908059028086,-0.8202309613582687
1,48597,-0.5289266365746295,1.1602673152645775,-1.16523571071349,1.6566667574555605,-0.5190093189588375,1.1077450964034403,0.7825581052938554,1.17103593637792,-0.43667505991867694,-0.986640980606421,0.6354590182224809,-0.8815885164919353,0.5047786074923818,-0.5384330636573055
1,15312,-0.6687474678676674,-1.0106462083634662,-0.831004528514898,-0.8084326938092439,0.9379679308254426,0.6076448604982555,0.9895612342080776,0.900136615744543,-0.4267429582249666,-0.02230591312267849,0.9818921347832934,1.5299308067174011,1.0257301173621136,-0.3984906607444788
3,21926,-0.0240409203246467,-0.5878090349289891,1.0064457880893716,-0.8084326938092439,1.47493220128199,-0.3099249979071679,0.2198148842074602,1.364998242438444,-0.4615053141529527,-0.4288095200290916,1.071145161755267,0.09602560130720018,0.22163338749937989,-0.5300810803600237
2,48456,1.054790202105352,-0.3675637393248712,0.3284002135812502,1.4694953408405764,-0.49072880941306146,0.9446877419366148,-0.07562560594448489,0.5855902152745087,-0.4863355683872285,1.2541014241414492,-0.5432094635621807,-0.8815885164919353,0.3602496053711374,-0.04291179881558056
1,48663,-0.5484128547431101,0.9174389839674302,-0.1852530521935001,1.6508138134712518,-0.4388106071019078,0.8543764794383447,0.6188000150575683,0.4715889679822205,-0.4267429582249666,-1.8326218641500152,0.4191985392191091,-0.7898033437194154,0.3374586096575982,-0.8708817965997714
1,48213,-0.3423253924254499,0.8754463103042279,-1.16523571071349,1.6776225486953764,-0.4967889408054017,0.8295979272316093,0.6417142723459494,1.17103593637792,-0.4664713649998079,-1.3807103909224714,1.048284337160006,-0.8815885164919353,0.35126925380390617,0.34150433259187307
4,47892,-0.4904216824430466,0.6702917839124862,-0.04435162554011349,1.5905213909665232,-0.5790550542866363,0.9717443968593348,1.5015138615915558,1.17103593637792,-0.4118448056844011,-1.3233375018523232,1.2476202513588492,-0.504347226126434,0.39160870943376785,-0.3673504871416263
4,39364,-1.069700914576445,-0.6241307443447032,-0.23770881043010136,1.5509626838427752,-0.32796684354537775,0.04206527101970556,0.7247511678509844,0.7155927515634092,-0.3423200938284289,-1.2358128489991649,1.071145161755267,-0.8815885164919353,0.9385312189348322,1.2705212059660005
4,21917,0.2553436496014686,-0.9092643861391362,0.8429279465326311,1.360533918021068,1.473011623213902,-0.3914092472407104,1.121659417129051,2.110849952222685,-0.4466071616123872,-0.6722110449674416,1.2699392699474863,1.4585782177142457,0.14857768496194432,-0.3079332411762966
4,39356,-0.3067030276065494,0.9091090154547816,0.1767975306513819,1.6213604059913058,-0.34368161104136474,0.04553835566013025,1.126242180319839,0.9834826763959024,-0.4217769073781114,-1.3955101310912983,1.141281396256927,-0.8815885164919353,0.6858947431499528,0.4162907706414291
4,54732,-0.41522143685071583,1.6698664343127332,0.4454280383186542,-0.0688183756146529,0.9345051347542876,0.34478901459594213,1.8743150972890164,1.3192046507093789,-0.4565392633060976,-0.4288095200290916,1.909688729808952,1.4722859589736714,0.7462471829315227,-0.4384965983955603
7,54731,-0.5680578883756799,1.2113777073966443,-0.4670013335576224,0.1687023993532021,0.957827186702619,0.3981027643123304,1.6094919355112054,1.2554636021611576,-0.4416411107655321,-0.6722110449674416,1.8598809182394425,1.3525967417517637,1.1036372940454726,0.16672219598900911
4,52566,-1.168228133152509,-0.5878090349289891,-0.5156022713014022,0.7943796664794119,-1.1822483699518225,0.04011283103654348,2.139681344327789,1.205477888357538,-0.4664713649998079,-1.1545235056877223,1.649735346561069,-0.1396278379627851,1.120924170837467,1.2592395729355026
4,54672,-1.2189558606757749,-0.3836157145895257,-0.30119196132809634,1.3333897278359046,-0.9354995978987788,0.23536121062922177,2.08780526982358,1.5200071074578771,-0.4664713649998079,-1.8326218641500152,1.649735346561069,-0.6466239228772958,0.9750577524358304,1.4626079934095668
1,54738,-1.8864134020859888,-0.6799880525391522,-0.5843020300325303,0.892341939076819,-0.3725853512689714,-0.02742671108360828,1.6654556789878945,0.9424764102324846,-0.161689893183715,-1.5212256029063111,2.320922958231229,-0.8815885164919353,1.1602762082238194,-1.609318597670416
3,53532,-1.045655232688589,-0.11365099728186956,-0.4982003037673377,1.2940740774169726,-1.116846545445904,0.4296354254899265,2.126431106676594,1.3346533831768426,-0.43170900907182175,-1.8326218641500152,1.1256275039173025,-0.1199543688240551,0.9446894781071076,-0.33483414792279265
1,47228,-1.9531590506037515,-1.079981715349613,-0.5885758289432834,1.567449470831569,-0.75001947574555,0.9651015891047836,1.999342972797097,0.551596651975095,-0.4863355683872285,-1.4105014082610292,1.180065910774844,-0.35123974390734464,0.2657147943092014,0.06435621976535355
4,54736,-1.8212638087677135,-1.3601703339990865,-0.5952554697303277,1.2102532225936924,-0.9170060039842391,0.3565701171567177,2.0549015182428008,1.4932050040702984,-0.4863355683872285,-1.8326218641500152,1.6011740505550889,-0.7584982941349785,1.0248108923026429,0.7498802243067839
5,45514,-1.8536433276704167,-1.2018778742242688,-0.5189112417600094,1.4101543172224975,-0.8320025521683779,0.6726208567038084,1.9312594532541023,0.5099134669403765,-0.40687875483754593,-1.8326218641500152,1.476153397503302,-0.3931879497524211,0.6791253759974121,0.5386705888382919
5,46564,-1.7576441098061584,-1.4742363612977607,-0.42308045756389273,1.4097067490536737,-0.777764874709862,0.7060847808032606,2.0696177621827347,0.551596651975095,-0.4416411107655321,-1.8326218641500152,1.180065910774844,0.8549401723911315,0.3091282715837135,0.7426363659458901
1,195,-0.07147797319127641,1.1154377456907882,1.160681809043278,-0.8084326938092439,0.09017859624458924,-1.0249998878983473,-1.3927201479596167,-1.010883045336738,0.1940133976319285,1.0940364605287995,-1.1612483009508656,1.2513126891660329,-0.9168296599123356,-0.4138832804580316
3,229,-1.9363192361470989,0.9828896632192496,-0.22892123163395925,-0.7110503339531348,0.0934924574514823,-1.1663591866697018,0.4634165100089541,-0.3911832103798697,-0.11670118807037096,0.23566427291561168,0.07636445598767755,-0.8257997868245409,1.157147093823715,-0.34336094454561356
1,301,-0.9137979328134987,0.3360640003449008,1.199821870549211,-0.8084326938092439,0.14460614153208978,-0.6378551995927189,-0.45257719914670086,-1.3797153752634053,0.1940133976319285,-0.7961146877564116,-1.6461715508775456,0.05060084669441942,-1.180924973750827,-0.856938983465047
3,511,0.29181000311196453,0.4700208257758135,1.148957885668563,-0.3625121144303067,0.11810487438657716,-0.3158345990730724,0.34978132712715765,-1.304487759058029,1.3362050924086155,1.6812955127320053,-1.5908718096579837,-0.4559245894716301,-1.2538102072196795,-0.6496816636148599
5,841,0.9675120212136824,2.5637599276297856,1.0925358888458545,1.4673094205076227,0.27626094287541186,-1.2561485980776466,-0.9028123356028452,-0.8875023815998646,-0.35721824636899435,1.3514844589250947,-1.5908718096579837,1.2222601980563406,-1.4432432767091972,-0.18130763123383703
3,1744,0.6612342940424479,0.47788247271135553,1.2035415631243778,-0.8084326938092439,0.1313807341061437,0.0826560068901442,-0.851506558074866,-1.0023243560006818,0.19879408913613025,1.443396928167007,-1.44128362688915,-0.8676504271177836,-1.4432432767091972,-0.65219398622264535
4,4506,0.2917748057141907,0.43727562128236086,1.2143344643660292,-0.8084326938092439,0.3593169813361358,-0.5089860221360838,-0.9873983509695142,-1.7392558623267993,6.451237464669432,1.5303486176463004,-1.311364600174023,0.6586766485858204,-1.3161396836769368,-1.122027834253492
3,4509,0.9176011325757308,0.9605867344134956,1.1375925294578024,-0.8084326938092439,0.362977975025417,-0.47740925444390175,-1.2754194037019329,-0.6684215303567003,-0.31748983959415306,1.0266039598625467,-1.311364600174023,1.4280178437432178,-1.4432432767091972,-1.6572572588435732
2,5042,0.3012177944295728,0.2152240896650472,1.079493172672585,1.1650860159456855,0.38027577514392313,-1.2903332118495974,-0.0935446256590904,-1.283676038220394,-0.4515732124592424,1.3015876969208804,-1.6461715508775456,1.443571006457636,-1.4171497409265073,0.09077253922280804
5,7512,0.957580843694038,0.3668550721580815,-0.27896969445092795,-0.8084326938092439,0.6199204441306031,0.15453408489367534,-0.18018932884996372,-0.16132040316453078,1.4851866178142703,0.21896088467136535,0.2571807103418206,0.4386186489391767,1.1385229167224418,-1.044964912436923
