"lake_id","SBTI"
"1",5.367960125
"11133",4.15395224551614
"12830",2.97480232474536
"12876",3.20486200502639
"13437",5.36036546985922
"13446",5.55274178016316
"13447",5.22259156998822
"13466",5.02579411289496
"13467",4.66850881248978
"13736",2.96165158584615
"14071",5.07904377594287
"14179",4.98760996233259
"14208",4.7727017706422
"14290",5.12090929670913
"14407",5.93675744756236
"14418",5.16205953453016
"14426",3.87376643216331
"14428",4.84641879191128
"14720",5.32544978053185
"15007",5.1638163876928
"15013",5.50145954665261
"15022",5.43406512724715
"15034",4.75114940167984
"15312",2.79169122470342
"15325",4.15381220546576
"15795",4.08343128994083
"15902",5.51163672210249
"15904",5.08673458608206
"15907",5.81505474969689
"15929",5.32724259326159
"16131",5.13867447735887
"16202",4.4396795693941
"16222",4.5418501444795
"16722",5.63158828368686
"16901",5.18907031156406
"16939",5.67230846379909
"17286",5.65684072217315
"1744",5.28428441797151
"17761",4.33900274991412
"18717",3.8738344812099
"18719",3.91866651412596
"18933",5.4173200962963
"18934",5.40706818473025
"18951",5.43209990493167
"195",5.18412930572359
"19509",2.70686006301252
"19575",3.2070185273194
"21433",4.7251093855329
"21434",4.26316269770254
"21450",4.62431494261603
"21759",5.19106347012549
"21871",4.40729105172071
"21917",2.06509762423973
"21918",2.51816588164507
"21926",2.66069617337278
"229",3.78242402090484
"22999",5.77142698539778
"23681",3.88445644799499
"23682",4.54761627873779
"23690",4.17121715750736
"23691",3.87412848977206
"24415",4.82808055803849
"24422",4.58040472467072
"24423",4.09747655030916
"24434",6.34159377419355
"24511",4.72742120361034
"24620",3.18377237963203
"24628",3.18616859743346
"24633",2.67332013236609
"24701",3.07212876794341
"24960",1.76518773779796
"25044",3.61094530171248
"25248",5.55814529852679
"25519",4.1208524009122
"25748",3.59194862391965
"25790",3.80765184188412
"25972",5.27457573763939
"25994",6.25618359676609
"26277",4.73880459032424
"27286",2.54623863967869
"28543",3.52473312785714
"28942",2.50030706587272
"29073",2.15266688737486
"29104",2.68822700590551
"29250",2.47500730758352
"29541",2.65121806587183
"29568",2.23569086271605
"29596",1.92670859503343
"29614",2.37735961795775
"29644",1.89317913110668
"29917",1.93367870607029
"29956",3.5643964169681
"3",3.7984237289357
"301",3.96065690097824
"30380",3.0264233622475
"30812",3.53359784948508
"32478",4.86117164214192
"32805",6.05234089036918
"34599",5.23202333473731
"34665",6.46880655160334
"35422",4.33828845230656
"36096",5.72969583402215
"36215",6.38132981772723
"36285",5.86977480632863
"36314",5.88136492276125
"36343",5.57573788922972
"36741",3.15639607891602
"36742",3.85298907012649
"36979",5.4859884016481
"36980",5.38364214687356
"36981",4.93414680693431
"37529",4.95254296995891
"37530",4.46748892131906
"37534",5.32176780244989
"38421",2.84196603564427
"38502",2.54324531895425
"38664",2.99452289018132
"38665",3.53698643603133
"38955",2.30119258873239
"38974",3.4002430237467
"39050",3.76205322374284
"39191",2.38175410475708
"39225",3.54581531920904
"39297",3.41308680057936
"39356",2.79242821838379
"39357",3.76611183161562
"39364",2.7296363680453
"39367",3.99157428306356
"39621",2.75209796473483
"4",4.6054021601317
"40071",3.6485773532432
"40188",4.63853129114484
"40521",5.29142361778523
"40534",5.33705311516035
"40535",5.36218076586621
"40554",5.13613283571429
"40590",5.82561340645635
"41293",4.26788819866268
"41299",4.94902042923995
"41305",3.56621317295415
"41306",3.82826308331719
"41314",6.21235347811123
"41679",3.82157854056047
"43649",3.69527316695118
"44391",4.41981108638498
"44599",5.05899949902153
"44746",4.99871480832308
"44747",6.32534555358119
"4506",5.43053111090909
"4509",5.35270512304031
"45434",2.54337924391158
"45472",2.30154938951373
"45514",1.72660850154146
"45686",2.53207384930088
"45688",2.52326552515905
"45819",5.11087172142477
"46051",2.51785916219563
"46138",2.4115357825514
"46212",3.65940488410992
"46484",2.40736770785283
"46493",2.79694172732592
"46494",2.80457437438989
"46496",3.23906802573203
"46564",1.72787872522265
"46723",3.57358408329101
"46725",3.37740412977811
"46774",2.44982588958904
"46775",3.40650950270495
"46954",2.41161220151334
"46959",3.34442305991561
"47193",3.8499632167787
"47198",3.776493872454
"47225",3.56180318680842
"47228",1.71808110973451
"47491",3.14514392668958
"47579",6.49579419308777
"47859",3.33921707726223
"47860",4.20033872921371
"47892",3.62271298860686
"48213",3.32154307730467
"48216",3.86457932424381
"48217",4.03637234337517
"48447",4.07919873926559
"48455",3.66501149982257
"48456",3.34579839265851
"48597",3.07041176072438
"48657",3.73641099497946
"48660",3.21760231932342
"48663",3.21162978739441
"48669",3.90786376301438
"48673",3.64108199323607
"49176",5.92596456434151
"49180",6.54597901195079
"49186",5.98307693615503
"49200",6.45279999436831
"49294",4.42575227292769
"49295",4.16324912030384
"49884",5.39060533762741
"50151",5.30618692097454
"50269",5.21869657275281
"50270",4.3404397739816
"50314",4.68019772527635
"50320",4.35276455637549
"50335",4.30413682250639
"50345",4.97517167747641
"50371",4.32359130077427
"50373",5.13269067308534
"50377",4.04051614239557
"50401",3.73788904388871
"50403",4.61493132886905
"50413",3.10617354757835
"5042",5.85338976896552
"50704",2.23820579784081
"50710",2.13277865127939
"50722",4.80144822945696
"50782",6.51066181440347
"511",5.47009790662651
"51754",2.64212962366738
"51827",2.1825374040493
"51931",3.07221335560054
"51958",2.18265362607759
"52064",2.79762977208656
"52065",2.90313630561331
"52115",3.39905661176818
"52117",4.33172249971847
"52167",2.41915582090412
"52177",2.77992988838095
"52181",2.59851065986079
"52268",2.33761076009596
"52269",2.66694921213355
"52380",2.98557257962496
"52475",2.45101087108343
"52487",2.86603262646515
"53145",2.82059175348235
"53163",4.04308195995785
"53300",2.3689134598833
"53315",2.37872806840043
"53338",2.02430314359931
"53392",2.27213520089571
"53401",2.72043189561403
"53402",1.83280666621191
"53532",1.95279615934563
"53545",3.63610491136398
"53547",2.45846224832347
"53548",4.09444965707434
"53549",4.66623933980198
"53683",2.13971513003922
"53707",5.11951015051637
"53717",2.4970305593437
"53730",5.82518943484042
"53753",3.31666000169319
"54025",2.25673572622411
"54038",3.42958525653887
"54039",1.9809700625325
"54088",2.5285994340176
"54132",2.19842559577149
"54177",2.41039403347195
"54190",4.89797674810983
"54655",4.21311501211983
"54672",1.79231235678959
"54720",2.75146825098039
"54730",4.03012308459214
"54731",3.40532989248507
"54732",3.52084881714786
"54735",1.75965287501075
"54738",3.02862288272294
"54742",5.80031065785814
"7512",5.06028692802861
"8138",2.65548349493976
"831",6.12777404816956
"841",5.85189954366363
"L380.1",6.13295095592766
"L380.10",5.1708484464224
"L380.11",6.66621
"L380.12",3.70981911214953
"L380.14",2.288982523918
"L380.2",3.09877531391784
"L380.3",5.01235778092243
"L380.4",5.39284004413766
"L380.5",4.93438616484517
"L380.6",5.11311612136929
"L380.7",5.78681524456522
"L380.8",3.88986955067085
"L380.9",2.17634275049116
