code,bul_s_tn,bul_s_phosphorus,high_prod_exotic_grass,low_prod_grass,latitude,altitude,lake_area,secchi_disk,wcs_chla,wcs_doc,max_depth,forestry,native,distance_to_road
52566,0.33,910,2.977223173,2.280627984,-45.21097679,169.44,34296.6,7.2,7e-4,1.1,NA,0.578292037,86.863574591,7227.168896433179
54672,0.31,1030,5.123902607,7.533984076,-44.52587905,233.74,20399.8,9.3,7e-4,0.25,NA,0.138391406,74.308242273,9928.146066808924
54738,0.08,860,2.455218731,2.727421396,-42.8575756,151,1373.1,5.8,NA,0.58,140,0,90.50166992,86.8073646471344
53532,0.38,1210,3.120750359,6.71689659,-45.03188019,317,29825.2,8,0.0014,0.25,32,0.6010067570000001,71.871884228,612.5949518722656
47228,0.06,670,2.42497276,19.27249514,-43.993266,685.79,9659.4,NA,3e-4,0.72,NA,0.364699153,31.128623997,1132.7856247004331
54736,0.1,560,2.378198423,5.376559176,-44.47347559,283.16,15177,9.1,3e-4,0.25,NA,0.068713966,78.429853304,3271.7479960117134
48451,0.09,720,7.371833642,27.11993543,-43.294702,449.64,3687.6,NA,0.0014,0.25,NA,1.103725453,39.194995686,2351.38840240599
45514,0.09,620,2.950468854,9.671680355,-44.230632,455.14,5926.8,NA,0.0019,0.25,NA,0.328117577,52.979137626000004,2358.0365736324593
46564,0.12,520,3.798046155,9.656467375,-44.07395,477.64,17273.6,NA,0.0012,0.25,NA,3.258226583,33.042372151,3235.1700443959407
3,NA,NA,0,28.42183557,-41.362207,0,10.8,1.1,0.0018,13.8,1.8,0,17.832303779,1000.33279448675
4,0.92,2000,5.424510875,9.848974998,-41.368069,3,21.3,0.65,0.033,11.8,2.5,0.165582429,50.783879325,102.62063557201056
195,0.88,2430,88.09012328,0,-41.3555,20,3.1,0.85,0.014,14.4,2,7.751120562,3.172333027,542.5049291722582
229,0.065,2260,6.065301465,0.048583862,-41.344251,14,46,NA,NA,NA,9.4,0.030190339,90.20836088,604.6162927644838
301,NA,NA,94.17633641,0,-41.16978303,47.7,10.6,0.47,0.014,1.8,0.9,0.823560476,1.175232661,274.8728505645618
511,NA,NA,86.33951275,0.263326215,-41.260467,90,37.3,0.54,0.037,27.3,1,0.276411031,0.779498606,377.7137236620839
841,1.71,5170,78.35749308,11.99607328,-40.71183,11,5.8,1,0.0029,19,1,7.185576452,0,775.7999652082842
1744,NA,NA,94.77463882,0,-41.2151,182,6.2,0.86,NA,21,1.3,0.007401361,0,376.2605434436199
4506,NA,NA,96.53071924,0,-40.416283,62,5.2,0.18,0.14,23.1,1.6,2.293266343,0.485828191,183.127529221115
4509,NA,NA,84.67334866,0,-40.403133,66,3.6,1.3,0.0037,13.4,1.6,13.28473935,0,80.65378271142467
5042,NA,NA,76.61256476,4.816892779,-40.340858,10,17.9,0.56,0.001,18,0.9,14.050741392,0.088334391,1179.901163130315
7219,NA,NA,0,13.81860894,-45.57714652,254,3.8,NA,0.014,208,0.2,0,0,1011.2779182900024
7512,1.7,1600,5.400012534,0,-39.4527,205,15.7,2.2,0.04,5.7,11.6,1.583862049,88.47703448200001,206.06984160010387
8138,0.65,1800,0,0,-44.8518862,1695,2.9,5.3,7e-4,7.6,12.7,0,87.90318864,2481.1440665543996
12876,NA,NA,42.02824649,1.769978042,-38.1658535,8,216.5,1.3,0.0064,2.5,8.6,14.791372668000001,34.401455778999996,847.1913583773515
13437,NA,NA,87.52732833,3.515807958,-40.122512,110,6.8,0.9,0.009,10.2,9.8,5.767011039,0,123.12657105382824
13446,NA,NA,79.12348094,0.469874321,-40.10708351,90,14.4,0.9,0.0051,13.7,4.9,1.766514428,0.054370807,486.0519622550239
13456,NA,NA,69.47890096,6.474810303,-40.134222,116,11.9,1.6,NA,NA,3.5,0.55930529,3.954759632,327.9930311632137
13466,1.7,1580,21.05005513,0.546929635,-34.943127,35.9,6.9,0.27,0.028,30.5,0.9,65.44938927,2.732631723,594.8332413579045
13736,NA,NA,36.2747747,0,-38.3671031,258,1.2,0.6,0.0061,28.9,8.8,5.977716674,0,577.9219116874216
14071,2.8,2480,95.05816698,0,-38.3329351,492,3.1,1.5,0.018,7.9,8.2,0,0,142.91857242924567
14179,1.26,3810,79.37997907,1.319765041,-38.3386535,477,21.3,3.9,0.0058,4.1,22.5,15.813710315,0.966345756,3.92247535932296
14208,1.47,2980,70.88137399,2.665277617,-38.3152339,413,8.4,0.9,0.004,6.8,6.7,15.38117022,6.94958113,571.6970708269095
14405,1.27,NA,94.27142978,0,-37.9336765,8,14.6,0.6,0.026,11.1,4,0,2.346988932,311.3747473706484
14407,NA,NA,90.694617,0,-37.943362,36,3.3,0.2,0.022,10.8,0.5,0.817618154,0.456835236,96.2700699037255
14418,NA,4870,92.77369898,0,-37.8796137,8,7.9,0.18,0.042,31.9,1.2,0,0.462630739,505.5985254972012
14720,NA,NA,49.17504374,0,-37.8891555,56,4.6,0.73,0.0089,6.2,2.3,0,2.403380298,163.59864009263387
15007,NA,NA,94.68648697,0,-37.837734,43,4.9,0.4,0.025,23.3,1,0,1.505301023,402.6287661027683
15013,NA,NA,86.72349036,0,-37.7644875,27,38,0.35,0.0055,9.6,2.8,1.223832442,0.006039288,285.0405080401391
15020,NA,NA,75.85352167,0,-37.7703295,38,3.4,0.84,0.083,11.4,3.6,0.032430527,0.066744984,234.35677212081393
15022,1,690,0,0,-37.7994589,38,51.9,1.45,0.01,8.6,4.8,0,3.398106156,118.529667548454
15034,NA,NA,93.42927142,0,-37.667613,34,30.4,0.48,0.019,37.4,4.5,0,0,669.4865562856443
15037,1.6,1720,97.11122016,0,-37.677593,31,27.2,1.3,0.025,22,6.7,0,0,307.4729780968571
15038,NA,NA,98.36027776,0,-37.679193,34,9.7,0.21,0.034,43,1,0,0,102.3675715814333
15795,0.93,1620,93.41156717,0,-39.7002,66,5.9,3.8,0.018,4.8,5.1,3.163642156,1.71447138,666.1281401380215
15902,NA,NA,93.61361017,0,-39.79293,55,14.3,1.36,0.021,3.3,5,0.745391373,0,170.48228409203395
15904,NA,NA,67.13912575,1.442031021,-39.779,59,10.9,1,0.0074,4.2,5,5.743040106,0,528.1307284657449
15907,NA,NA,91.50138503,2.073589341,-39.7935,65,24,0.7,0.0039,2.7,2,2.663733424,0.618832213,414.6018081722957
15929,NA,NA,93.8985302,0.17373684,-39.842,59,6.3,0.82,0.032,6.8,5.3,5.117487373,0,702.705500899365
16131,0.78,770,14.96190122,5.178871547,-39.688181,98,32.9,1.15,0.011,5.8,26,5.645181637,73.536528531,906.7887796649828
16202,NA,NA,9.493050894,0,-39.672897,141,1.3,1.33,0.058,7.2,15.8,90.50694911,0,225.7966406441383
16222,NA,NA,0.483953764,0,-39.66914,134,7.4,1.4,0.0079,7,18.2,34.245025775,63.361062855,619.9433658801479
16722,1.7,1600,93.30729306,0,-40.26205,71,1,0.78,0.013,17.6,1.1,0,0,74.81575159463036
16901,1.7,1030,71.15150259,8.274828571,-40.11826,13,9.6,1.6,0.0059,12.5,1.6,16.912258876,0.5904652269999999,372.0415165489555
16939,0.7,2720,94.50724606,0,-40.045017,20,7,0.35,0.0084,18.6,4.3,1.842406549,0,447.23379086245546
17286,2.6,1990,78.50530498,0,-39.751484,358,7.1,NA,0.11,19.3,3,0.921963865,0,1762.8734523370167
19509,1.8,1820,0,0,-34.950534,2,11.7,1.5,0.0042,22.8,4.5,0.325569707,52.1172369,78.60924357775629
21433,0.29,1000,28.6692121,0,-34.51811622,38.1,11.4,3.1,0.0035,4.3,15.2,0,69.919835554,523.3261049268011
21434,NA,NA,19.16564573,0.699417008,-34.51566858,92,11.2,2.95,6e-4,4.4,21.2,0,49.26704707,1796.2177082156286
21450,NA,NA,50.55179083,2.581322607,-34.479392,17.26,10.6,1.5,0.0035,4.8,3,0,33.51319695,1000.3257834318248
21759,NA,NA,98.45920339,0,-36.0455,38,2.5,2.4,0.0045,14.9,12,0.823687716,0.607358796,1182.5558935280114
24422,2.9,3430,63.9193983,2.831322652,-34.87002263,7.9,66.3,1.3,0.0073,11.1,1.5,1.492352031,25.208233008,995.677380246109
24423,2.1,2630,92.86984293,0,-34.87172436,7.7,23.5,NA,0.0032,8.8,0.8,0.666385213,2.165513547,138.60447828672065
24434,0.51,380,0,1.05764e-4,-34.45466,12.4,2.1,NA,6e-4,2.2,2.5,0.221309006,92.043503219,4950.585300813013
24620,NA,NA,36.25225836,0.247407947,-34.65289,53.5,84,8.3,0.0012,7.3,12.5,42.69539835,13.61007744,470.4577132484993
24621,NA,NA,7.629821675,0,-34.62882,57.73,7.2,NA,0.0053,3.9,NA,84.21448027,6.381315888,549.5399717153631
24701,1.3,1670,0,0,-41.14594649,1353,4.7,8.4,5e-4,2.7,8.9,0,86.70467526,1835.6669831273673
24960,0.91,1140,0,0,-41.080595,1285,27.4,14,6e-4,2.5,57,0,95.48369672999999,4704.257013528392
25044,0.32,1160,0,0,-41.5728685,757,42.5,4.9,0.0019,0.25,63.8,8.689708161,83.202400424,1100.3831084369117
25248,0.84,645,90.77305974,0,-46.356922,15.3,1.4,0.19,0.023,31.8,15,0,0,1014.4591948964032
25519,0.45,681,1.261889312,2.9921302,-40.68641667,5,84.7,0.97,0.0051,12.4,1.1,0,94.55973871699999,2345.1406128159697
25789,0.8,1500,0,42.865884200000004,-40.55388333,52,5.3,4,0.0029,4.3,13.7,0,57.1341158,214.1354025450238
25790,1,1930,0,51.198635350000004,-40.55473333,38,6.8,2.8,0.0018,5,14.6,0,48.80136465,17.90352665116292
25972,NA,NA,97.11802006,0,-42.78007,70,16.1,1.2,0.0032,20,1.2,2.881979938,0,134.84511621769704
26277,NA,NA,9.81941505,68.16518058,-42.6780261,691,4.3,0.95,0.031,4.1,10.2,5.906452023,13.235668279,10496.95669497495
26477,NA,NA,0,5.042107956,-42.20188363,NA,232.5,NA,NA,NA,NA,0,58.690515255,1376.961847859519
26887,NA,NA,0.154287521,0.241156335,-41.86297591,NA,2361.5,NA,NA,NA,NA,0.100067838,80.756865648,7474.315658980579
27286,NA,NA,0,34.01594038,-42.1834685,893,65.8,5.8,6e-4,0.81,42,0,37.403522604,11951.966871993867
27762,0.28,1280,0.270143893,2.406953106,-41.829968,595.53,964.4,NA,7e-4,9.8,NA,0.010357943,76.790154631,2332.839329871092
27936,NA,NA,NA,NA,-41.7991667,NA,51.1,NA,NA,NA,NA,NA,NA,335.99485753239003
28942,1.1,1030,0,0,-45.8255,487,47.4,2.77,3e-4,4,37,0,98.758250186,41474.90668053648
29073,0.71,846,0,0,-45.80654863,704,26.5,3.7,3e-4,3.6,41,0,98.445072171,31913.119740254784
29104,NA,813,0,0,-45.83387,689,10.4,4,3e-4,2.8,4.8,0,98.46658135199999,20470.4944660404
29250,0.91,5430,0,0,-45.778676,715,41.8,6.4,3e-4,1.4,32,0,98.026498684,12555.146597500168
29541,1.5,1370,0,0,-45.7125,855,8.6,8,3e-4,2.7,25.2,0,100.00000000200001,21478.227510261877
29568,1.3,970,0,0,-45.70024,1018,2.4,5.1,5e-4,2,9.4,0,100,19581.732146634786
29596,1,1130,0,0,-45.70735,974,19.2,4.6,3e-4,2.2,41,0,100.000000003,18519.161116944324
29614,0.82,1040,0,0,-45.6918,812,18.1,5,3e-4,2.8,21.2,0,88.093019926,18118.58933592916
29644,1.1,940,0,0,-45.74159,992,26.5,9.2,3e-4,1.3,35,0,98.49743906,20068.74652353945
29917,1.1,1660,0,0,-45.74852,731,13.3,4,3e-4,4.9,9.8,0,72.378304588,10345.3227748076
29956,0.19,1090,0,0.173671369,-45.71217109,318,13,4.4,3e-4,1.7,11,0,92.12615200799999,9237.076361538571
30380,0.72,1450,0,0.243280953,-45.626233,174,130.3,2.2,0.0011,6.3,11,0,92.204802481,5200.968187474472
30812,0.95,1680,70.57438626,0,-46.354037,15.3,16.5,0.48,0.033,26,7,17.965329228,11.460284509000001,446.8935301767106
32805,NA,NA,95.50831144,0,-40.018480340000004,129,152.9,0.13,0.0018,18.9,0.5,1.915023831,0.32089339100000003,819.0635688576722
34599,NA,NA,100,0,-39.6476587,57,6,4.1,0.0053,20.4,8.2,0,0,1232.0143834280111
34665,0.33,558,48.93674239,4.32218743,-39.04576174,20,474.9,0.12,0.083,11.3,1.5,11.951134903000002,1.3815146239999998,1302.608044568597
35422,0.81,2100,83.9320667,0,-39.920142,187,31,2.4,0.0098,5.9,3.6,2.1656214559999998,0,431.54265510472874
36285,NA,NA,94.92820922,0,-39.55341,38,20.2,1.15,0.0017,13.7,12,3.045850616,0,1018.2984733627798
36314,NA,NA,98.37465183,0,-39.5713,40,10.4,0.9,7e-4,33,1.1,1.110818564,0,28.48225238904016
36343,NA,NA,92.44331125,0,-39.6511853,25,6.9,0.28,0.0048,12.1,2,7.556688754,0,1311.6249171848074
36741,NA,NA,0,0,-39.36310208,677.9,5.1,5.4,0.0015,0.72,11.3,18.3575516,81.642448409,874.4455827747067
36742,NA,NA,0,0,-39.36146425,677.25,8.6,6.1,0.0019,1,NA,16.12939374,83.870606257,1090.0677066809185
36979,1.27,996,47.36509441,0.034587799,-39.23633,168,3.3,NA,0.042,10.4,23,26.05813208,20.83888581,360.7312473284302
37529,NA,1160,85.97166865,0,-38.94369,395,9.3,2.3,0.0042,4.1,52,0,14.02833135,146.36022500255163
37530,0.22,590,59.38927062,6.710049664,-38.94735,316,14.6,2.2,0.0051,3.3,16.2,2.491336975,31.261719607,10.412351831472336
37534,0.28,620,57.7105991,5.541194454,-38.94828,278,43.8,3.3,0.0015,2.1,29,2.390091355,34.256430106,82.57301256272052
38421,1,1740,1.803414372,4.018910109,-42.797423,14,393.8,1.9,0.0035,9.3,10.6,19.244895546000002,70.644543348,917.9674669893792
38502,NA,NA,5.044713248,0.107991848,-42.842517,108,1473.8,NA,NA,1.5,200,0,94.55542470399999,653.9044095741483
38664,1.4,1660,6.649672593,7.836910206,-42.609279,97,125.5,2.54,0.0023,4.9,9.5,0.213729031,70.397027091,1381.3328185130908
38665,0.8,1390,12.32105453,0.922131785,-42.599533,111,140.8,2.12,0.0013,6.8,21.5,0,83.14616909,703.831144728429
39050,0.33,1010,0,0,-42.786072,408,34.9,3.16,0.0051,2.7,24.2,0,100,9111.213558025764
39191,1.2,1570,0,0,-42.676748,1230,11.3,7.4,3e-4,0.62,30.5,0,99.999999999,7486.1058358292275
39297,0.51,1280,1.360347844,0,-42.7348972,706,52.6,5.4,0.0017,0.95,32,0,98.639652152,7888.761216145321
39357,NA,NA,23.07842065,25.53688388,-42.76222,171,109,3,0.009,1.8,25,0.661315585,35.474010144000005,1013.6687947475134
39367,2.1,1120,0,0,-42.677912,683,10,2.7,0.0042,5.2,5.9,0,100,10509.016892531416
39621,1.1,1190,0,0.146645205,-42.445958,252,500.2,1.78,0.0023,8,14,13.125128707000002,74.031903372,3122.323029385395
