code,bul_s_tn,bul_s_phosphorus,high_prod_exotic_grass,low_prod_grass,latitude,altitude,lake_area,secchi_disk,wcs_chla,wcs_doc,max_depth,forestry,native,distance_to_road
25994,0.1564008541996345,0.0472272239574344,0.5822515401223404,-0.8084326938092439,-0.228582359661586,-0.8823384318346731,0.4299674694491897,-0.4416946234501906,-0.20823253765261937,1.180632191638601,-0.8643626874662799,0.14738465556344202,0.2658331213381923,-0.1997966932393083
50782,-0.36034020546448065,-1.3601703339990865,1.1430664020964316,-0.6273920309173547,1.1159658089008733,-1.4116126269161582,1.8441042718707628,-1.6053525172768957,2.279754753311096,0.8577677265633539,-1.1612483009508656,0.684501388975746,-0.655351631728195,0.6003215426837846
36215,0.6074205608655427,0.4732067607730553,1.1460727151546526,-0.8084326938092439,0.5854392781117228,-0.7450047571393066,0.8801692166098501,-1.51822322480037,1.4355261093457188,1.220952015862861,-1.44128362688915,1.0500189684554362,-1.4432432767091972,-1.398259757032219
49200,-0.03974444508840482,-0.777026236248658,0.9794767400501946,0.23865913070277495,1.089965253657997,-1.139809644739041,0.5685578689438251,-1.5799394062077057,0.3429949230375834,1.0124888862557455,-1.1612483009508656,0.11022407996511636,-0.5295466034713998,-0.6057074980757311
14422,0.957580843694038,-0.35164748666267,1.1308930045127294,-0.8084326938092439,1.0111442002302384,-0.5596904000294761,-0.09720054351747424,-1.2733787523587947,-0.43170900907182175,1.8995837229481072,-0.18735427263415175,-0.8815885164919353,-0.37523841950481696,-0.2058113500555713
49180,-0.28909188730785135,-1.3058101800327566,1.1419531879257867,-0.5557989922514472,1.111018945537992,-1.2903332118495974,1.610754187907483,-1.644293608220675,2.4783967871853023,0.5740898889481962,-1.0013582875110396,0.863840037832471,-0.6004288390683525,0.33369489771584254
831,1.1923992434779354,0.7709958254343492,1.17492559826611,0.29634357129651046,0.27260179075436497,-1.0249998878983473,-0.17594339713672977,-0.73780946909331,0.7402789907859962,1.1747190755907813,-0.18735427263415175,-0.26783182512191855,-1.0694009360550645,-1.2165061509650963
18951,0.957580843694038,2.0376818670061576,1.1734372128297392,-0.8084326938092439,0.5021348793922944,-0.40493799018166937,-0.649271979061255,-1.145660869012624,1.2865445839400638,0.20234080130241605,-0.2776002612743047,0.9691676201602856,-1.103483133598229,-2.1533817737077983
14426,0.957580843694038,0.07278385536176595,1.2000032067341375,-0.8084326938092439,0.9980724224314278,-0.5775976084651006,-1.083045395801958,-0.5389937369475828,-0.33238799213471854,1.5381843821565553,-0.5992114124103869,-0.8815885164919353,-1.4432432767091972,-0.7778135799091385
13447,-0.4713985769803586,0.3114587399795902,1.19219193146904,-0.8084326938092439,0.4464806633098798,-0.30406949533561267,-0.6774512684523694,0.17309242850299944,-0.4863355683872285,0.6077461091173779,-0.1395705980097021,0.8271526874551475,-1.4432432767091972,-1.0560667973989608
